rank,title,Previous Rank,Revenues ($M),Revenue Change,Profits ($M),Profit Change,Assets ($M),Mkt Value as of 3/29/18 ($M),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
111,Abbott Laboratories,135,"$27,390 ",31.30%,$477.00 ,-65.90%,"$76,250 ","$104,640 ","99,000",Miles D. White,Chairman &  Chief Executive Officer,Health Care,Medical Products and Equipment,24,Lake Bluff,IL,42.304505,-87.8960712
112,Progressive,120,"$26,839 ",14.50%,"$1,592.20 ",54.40%,"$38,701 ","$35,478 ","33,656",Susan Patricia Griffith,"President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),24,Mayfield,OH,41.5519952,-81.4392828
113,Arrow Electronics,118,"$26,813 ",12.50%,$402.00 ,-23.10%,"$16,463 ","$6,750 ","18,800",Michael J. Long,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Electronics and Office Equipment,24,Centennial,CO,39.5807452,-104.8771726
114,Kraft Heinz,106,"$26,232 ",-1.00%,"$10,999.00 ",202.80%,"$120,232 ","$75,920 ","39,000",Bernardo Hees,Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,24,Pittsburgh,PA,40.4406248,-79.9958864
115,Plains GP Holdings,141,"$26,223 ",29.90%,($731.00),-877.70%,"$26,753 ","$6,328 ","4,850",Greg L. Armstrong,Chairman &  Chief Executive Officer,Energy,Pipelines,5,Houston,TX,29.7604267,-95.3698028
116,Gilead Sciences,92,"$26,107 ",-14.10%,"$4,628.00 ",-65.70%,"$70,283 ","$98,298 ","10,000",John F. Milligan IV,"President, Chief Executive Officer &  Director",Health Care,Pharmaceuticals,10,San Mateo,CA,37.5585465,-122.2710788
117,Mondelez International,109,"$25,896 ",-0.10%,"$2,922.00 ",76.10%,"$63,109 ","$62,066 ","83,000",Dirk Van de Put,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,11,Deerfield,IL,42.1711365,-87.8445119
118,Northrop Grumman,114,"$25,803 ",5.30%,"$2,015.00 ",-8.40%,"$34,917 ","$60,778 ","70,000",Wesley G. Bush,Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,24,Falls Church,VA,38.882334,-77.1710914
119,Raytheon,116,"$25,348 ",5.30%,"$2,024.00 ",-8.50%,"$30,860 ","$62,265 ","64,000",Thomas A. Kennedy,Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,24,Waltham,MA,42.3764852,-71.2356113
120,Macys,110,"$24,837 ",-3.70%,"$1,547.00 ",149.90%,"$19,381 ","$9,065 ","130,000",Jeffrey Gennette,Chairman &  Chief Executive Officer,Retailing,General Merchandisers,24,Cincinnati,OH,39.1031182,-84.5120196
121,US Foods Holding,124,"$24,147 ",5.40%,$444.30 ,111.80%,"$9,037 ","$7,065 ","25,204",Pietro Satriano,"Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Food and Grocery,7,Rosemont,IL,41.9867507,-87.8721602
122,U.S. Bancorp,125,"$23,996 ",5.50%,"$6,218.00 ",5.60%,"$462,040 ","$83,367 ","72,402",Andrew J. Cecere,"President, Chief Executive Officer &  Director",Financials,Commercial Banks,20,Minneapolis,MN,44.977753,-93.2650108
123,Dollar General,128,"$23,471 ",6.80%,"$1,539.00 ",23.00%,"$12,517 ","$25,141 ","129,000",Todd J. Vasos,Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,20,Goodlettsville,TN,36.3231066,-86.7133302
124,International Paper,133,"$23,302 ",10.50%,"$2,144.00 ",137.20%,"$33,903 ","$22,063 ","56,000",Mark S. Sutton,Chairman &  Chief Executive Officer,Materials,"Packaging, Containers",24,Memphis,TN,35.1495343,-90.0489801
125,Duke Energy,121,"$23,189 ",-0.80%,"$3,059.00 ",42.10%,"$137,914 ","$54,276 ","29,060",Lynn J. Good,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Charlotte,NC,35.2270869,-80.8431267
126,Southern,145,"$23,031 ",15.80%,$842.00 ,-65.60%,"$111,005 ","$45,024 ","31,344",Thomas A. Fanning,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Atlanta,GA,33.7489954,-84.3879824
127,Marriott International,163,"$22,894 ",34.10%,"$1,372.00 ",75.90%,"$23,948 ","$48,531 ","177,000",Arne M. Sorenson,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",20,Bethesda,MD,38.984652,-77.0947092
128,Avnet,108,"$22,872 ",-12.80%,$525.30 ,3.70%,"$9,700 ","$5,009 ","15,700",William J. Amelio,Chief Executive Officer &  Director,Wholesalers,Wholesalers: Electronics and Office Equipment,24,Phoenix,AZ,33.4483771,-112.0740373
129,Eli Lilly,132,"$22,871 ",7.80%,($204.10),-107.50%,"$44,981 ","$84,542 ","40,655",David A. Ricks,"Chairman, President &  Chief Executive Officer",Health Care,Pharmaceuticals,24,Indianapolis,IN,39.768403,-86.158068
130,Amgen,123,"$22,849 ",-0.60%,"$1,979.00 ",-74.40%,"$79,954 ","$122,842 ","20,800",Robert A. Bradway,"Chairman, President &  Chief Executive Officer",Health Care,Pharmaceuticals,19,Thousand Oaks,CA,34.1705609,-118.8375937
131,McDonalds,112,"$22,820 ",-7.30%,"$5,192.30 ",10.80%,"$33,804 ","$124,244 ","235,000",Stephen J. Easterbrook,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure",Food Services,24,Oak Brook,IL,41.8397865,-87.9535534
132,Starbucks,131,"$22,387 ",5.00%,"$2,884.70 ",2.40%,"$14,366 ","$81,370 ","277,000",Keven R. Johnson,"President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure",Food Services,16,Seattle,WA,47.6062095,-122.3320708
133,Qualcomm,119,"$22,291 ",-5.40%,"$2,466.00 ",-56.80%,"$65,486 ","$82,027 ","33,800",Steven M. Mollenkopf,Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,19,San Diego,CA,32.715738,-117.1610838
134,Dollar Tree,136,"$22,246 ",7.40%,"$1,714.30 ",91.30%,"$16,333 ","$22,523 ","116,200",Gary M. Philbin,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,10,Chesapeake,VA,36.7682088,-76.2874927
135,PBF Energy,172,"$21,787 ",36.80%,$415.50 ,143.30%,"$8,118 ","$3,752 ","3,165",Thomas J. Nimbley,Chairman &  Chief Executive Officer,Energy,Petroleum Refining,6,Parsippany-Troy Hills,NJ,40.8652865,-74.4173877
136,Icahn Enterprises,168,"$21,744 ",33.00%,"$2,430.00 ",-,"$31,801 ","$9,901 ","89,034",Keith Cozza,"President, Chief Executive Officer &  Director",Financials,Diversified Financials,10,New York,NY,40.7127753,-74.0059728
137,Aflac,126,"$21,667 ",-4.00%,"$4,604.00 ",73.10%,"$137,217 ","$34,038 ","11,318",Daniel P. Amos,"Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",24,Columbus,GA,32.4609764,-84.9877094
138,AutoNation,129,"$21,535 ",-0.30%,$434.60 ,1.00%,"$10,272 ","$4,296 ","26,000",Michael J. Jackson,"Chairman, President &  Chief Executive Officer",Retailing,"Automotive Retailing, Services",21,Fort Lauderdale,FL,26.1224386,-80.1373174
139,Penske Automotive Group,142,"$21,389 ",6.20%,$613.30 ,78.90%,"$10,541 ","$3,817 ","26,000",Roger S. Penske,Chairman &  Chief Executive Officer,Retailing,"Automotive Retailing, Services",20,Bloomfield Hills,MI,42.583645,-83.2454883
140,Whirlpool,137,"$21,253 ",2.60%,$350.00 ,-60.60%,"$20,038 ","$10,824 ","92,000",Marc R. Bitzer,"President, Chief Executive Officer &  Director",Industrials,"Electronics, Electrical Equip.",24,Benton Harbor,MI,42.1167065,-86.4541894
141,Union Pacific,143,"$21,240 ",6.50%,"$10,712.00 ",153.10%,"$57,806 ","$104,261 ","41,992",Lance M. Fritz,"Chairman, President &  Chief Executive Officer",Transportation,Railroads,24,Omaha,NE,41.2565369,-95.9345034
142,Southwest Airlines,138,"$21,171 ",3.70%,"$3,488.00 ",55.40%,"$25,110 ","$33,678 ","56,110",Gary C. Kelly,Chairman &  Chief Executive Officer,Transportation,Airlines,24,Dallas,TX,32.7766642,-96.7969879
143,ManpowerGroup,146,"$21,034 ",7.00%,$545.40 ,22.90%,"$8,884 ","$7,614 ","29,000",Jonas Prising,Chairman &  Chief Executive Officer,Business Services,Temporary Help,24,Milwaukee,WI,43.0389025,-87.9064736
144,Thermo Fisher Scientific,154,"$20,918 ",14.50%,"$2,225.00 ",10.10%,"$56,669 ","$82,952 ","66,100",Marc N. Casper,"President, Chief Executive Officer &  Director",Technology,"Scientific,Photographic and  Control Equipment",16,Waltham,MA,42.3764852,-71.2356113
145,Bristol-Myers Squibb,147,"$20,776 ",6.90%,"$1,007.00 ",-77.40%,"$33,551 ","$103,415 ","23,700",Giovanni Caforio,Chairman &  Chief Executive Officer,Health Care,Pharmaceuticals,24,New York,NY,40.7127753,-74.0059728
146,Halliburton,173,"$20,620 ",29.80%,($463.00),-,"$25,085 ","$41,068 ","55,000",Jeffrey A. Miller,"President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",24,Houston,TX,29.7604267,-95.3698028
147,Tenet Healthcare,134,"$20,613 ",-2.20%,($704.00),-,"$23,385 ","$2,452 ","111,980",Ronald A. Rittenmeyer,Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,24,Dallas,TX,32.7766642,-96.7969879
148,Lear,151,"$20,467 ",10.30%,"$1,313.40 ",34.70%,"$11,946 ","$12,453 ","165,000",Raymond E. Scott,"President, Chief Executive Officer &  Director",Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Southfield,MI,42.4733688,-83.2218731
149,Cummins,159,"$20,428 ",16.70%,$999.00 ,-28.30%,"$18,075 ","$26,757 ","58,600",N. Thomas Linebarger,Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,24,Columbus,IN,39.2014404,-85.9213796
150,Micron Technology,226,"$20,322 ",63.90%,"$5,089.00 ",-,"$35,336 ","$60,470 ","34,100",Sanjay Mehrotra,"President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,21,Boise,ID,43.6150186,-116.2023137
151,Nucor,169,"$20,252 ",25.00%,"$1,318.70 ",65.60%,"$15,841 ","$19,432 ","25,100",John J. Ferriola,"Chairman, President &  Chief Executive Officer",Materials,Metals,24,Charlotte,NC,35.2270869,-80.8431267
152,Molina Healthcare,156,"$19,883 ",11.80%,($512.00),-1084.60%,"$8,471 ","$4,867 ","20,000",Joseph M. Zubretsky,"President, Chief Executive Officer &  Director",Health Care,Health Care: Insurance and Managed Care,7,Long Beach,CA,33.7700504,-118.1937395
153,Fluor,149,"$19,521 ",2.50%,$191.40 ,-32.00%,"$9,328 ","$8,006 ","56,706",David T. Seaton,Chairman &  Chief Executive Officer,Engineering &  Construction,"Engineering, Construction",17,Irving,TX,32.8140177,-96.9488945
154,Altria Group,148,"$19,494 ",0.80%,"$10,222.00 ",-28.20%,"$43,202 ","$118,436 ","8,300",Howard A. Willard III,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Tobacco,24,Richmond,VA,37.5407246,-77.4360481
155,Paccar,164,"$19,456 ",14.20%,"$1,675.20 ",221.10%,"$23,440 ","$23,298 ","25,000",Ronald E. Armstrong,Chairman &  Chief Executive Officer,Industrials,Construction and Farm Machinery,24,Bellevue,WA,47.6101497,-122.2015159
156,Hartford Financial Services,153,"$19,228 ",5.10%,"($3,131.00)",-449.40%,"$225,260 ","$18,392 ","16,400",Christopher J. Swift,Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),23,Hartford,CT,41.7658043,-72.6733723
157,Kohls,150,"$19,095 ",2.20%,$859.00 ,54.50%,"$13,340 ","$11,021 ","85,000",Michelle D. Gass,Chairman &  Chief Executive Officer,Retailing,General Merchandisers,21,Menomonee Falls,WI,43.1788967,-88.1173132
158,Western Digital,217,"$19,093 ",46.90%,$397.00 ,64.00%,"$29,860 ","$27,456 ","67,629",Stephen D. Milligan,Chairman &  Chief Executive Officer,Technology,"Computers, Office Equipment",15,San Jose,CA,37.3382082,-121.8863286
159,Jabil,152,"$19,063.10 ",3.90%,$129.10 ,-49.20%,"$11,096 ","$5,035 ",170000,Mark T. Mondello,Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,17,St. Petersburg,FL,27.7676008,-82.6402915
160,Community Health Systems,130,"$18,477 ",-13.60%,"($2,459.00)",-,"$17,450 ",$454 ,"86,000",Wayne T. Smith,Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,12,Franklin,TN,35.9250637,-86.8688899
161,Visa,187,"$18,358 ",21.70%,"$6,699.00 ",11.80%,"$67,977 ","$270,222 ","15,000",Alfred F. Kelly Jr.,Chairman &  Chief Executive Officer,Business Services,Financial Data Services,10,SF,CA,37.7749295,-122.4194155
162,Danaher,144,"$18,330 ",-7.90%,"$2,492.10 ",-2.40%,"$46,649 ","$68,385 ","67,000",Thomas P. Joyce Jr.,"President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,20,Leavenworth,WA,47.7510741,-120.7401385
163,Kimberly-Clark,155,"$18,259 ",0.30%,"$2,278.00 ",5.20%,"$15,151 ","$38,553 ","42,000",Thomas J. Falk,Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,24,Irving,TX,32.8140177,-96.9488945
164,AECOM,161,"$18,203 ",4.60%,$339.40 ,253.10%,"$14,397 ","$5,671 ","87,000",Michael S. Burke,Chairman &  Chief Executive Officer,Engineering &  Construction,"Engineering, Construction",10,Los Angeles,CA,34.0522342,-118.2436849
165,PNC Financial Services,166,"$18,035 ",9.80%,"$5,338.00 ",36.80%,"$380,768 ","$71,323 ","51,632",William S. Demchak,"Chairman, President &  Chief Executive Officer",Financials,Commercial Banks,24,Pittsburgh,PA,40.4406248,-79.9958864
166,CenturyLink,160,"$17,656 ",1.10%,"$1,389.00 ",121.90%,"$75,611 ","$17,578 ","51,000",Jeffrey K. Storey,"President, Chief Executive Officer &  Director",Telecommunications,Telecommunications,9,Monroe,LA,32.5093109,-92.1193012
167,NextEra Energy,170,"$17,195 ",6.40%,"$5,378.00 ",84.70%,"$97,827 ","$76,895 ","14,000",James L. Robo,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,North Palm Beach,FL,26.8797819,-80.0533743
168,PG& E Corp.,157,"$17,135 ",-3.00%,"$1,646.00 ",18.20%,"$68,012 ","$22,664 ","23,000",Geisha J. Williams,"President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,24,SF,CA,37.7749295,-122.4194155
169,Synnex,198,"$17,046 ",21.20%,$301.20 ,28.20%,"$7,699 ","$4,702 ","113,600",Dennis Polk,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Electronics and Office Equipment,12,Fremont,CA,37.5482697,-121.9885719
170,WellCare Health Plans,195,"$17,007 ",19.50%,$373.70 ,54.40%,"$8,365 ","$8,622 ","8,900",Kenneth A. Burdick,Chairman &  Chief Executive Officer,Health Care,Health Care: Insurance and Managed Care,10,Tampa,FL,27.950575,-82.4571776
171,Performance Food Group,171,"$16,762 ",4.10%,$96.30 ,41.00%,"$3,804 ","$3,104 ","14,000",George L. Holm,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Food and Grocery,10,Richmond,VA,37.5407246,-77.4360481
172,Sears Holdings,127,"$16,702 ",-24.60%,($383.00),-,"$7,262 ",$288 ,"89,000",Edward S. Lampert,Chairman &  Chief Executive Officer,Retailing,General Merchandisers,24,Hoffman Estates,IL,42.0629915,-88.1227199
173,Synchrony Financial,185,"$16,695 ",10.40%,"$1,935.00 ",-14.00%,"$95,808 ","$25,490 ","16,000",Margaret M. Keane,"President, Chief Executive Officer &  Director",Financials,Diversified Financials,2,Stamford,CT,41.0534302,-73.5387341
174,CarMax,174,"$16,637 ",5.10%,$627.00 ,0.60%,"$16,279 ","$11,202 ","24,344",William D. Nash,"President, Chief Executive Officer &  Director",Retailing,"Automotive Retailing, Services",15,Richmond,VA,37.5407246,-77.4360481
175,Bank of New York Mellon,177,"$16,621 ",6.00%,"$4,090.00 ",15.30%,"$371,758 ","$51,919 ",52500,Charles W. Scharf,Chairman &  Chief Executive Officer,Financials,Commercial Banks,24,New York City,NY,40.7127753,-74.0059728
176,Freeport-McMoRan,175,"$16,416 ",4.00%,"$1,817.00 ",-,"$37,302 ","$25,439 ","25,200",Richard C. Adkerson,"Vice Chairman, President &  Chief Executive Officer",Energy,"Mining, Crude-Oil Production",13,Phoenix,AZ,33.4483771,-112.0740373
177,Genuine Parts,180,"$16,309 ",6.30%,$616.80 ,-10.30%,"$12,412 ","$13,183 ","48,000",Paul D. Donahue,"President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,24,Atlanta,GA,33.7489954,-84.3879824
178,Emerson Electric,139,"$16,301 ",-19.60%,"$1,518.00 ",-7.20%,"$19,589 ","$43,359 ","76,500",David N. Farr,Chairman &  Chief Executive Officer,Industrials,Industrial Machinery,24,St. Louis,MO,38.6270025,-90.1994042
179,DaVita,181,"$16,038 ",5.50%,$663.60 ,-24.60%,"$18,948 ","$12,001 ","74,500",Kent J. Thiry,Chairman &  Chief Executive Officer,Health Care,Health Care: Medical Facilities,12,Denver,CO,39.7392358,-104.990251
180,Supervalu,158,"$16,009 ",-8.70%,$650.00 ,265.20%,"$3,580 ",$585 ,"29,000",Mark Gross,"President, Chief Executive Officer &  Director",Food &  Drug Stores,Food and Drug Stores,24,Eden Prairie,MN,44.8546856,-93.470786
181,Gap,178,"$15,855 ",2.20%,$848.00 ,25.40%,"$7,989 ","$12,147 ","135,000",Arthur L. Peck,"President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,24,SF,CA,37.7749295,-122.4194155
182,General Mills,165,"$15,620 ",-5.70%,"$1,657.50 ",-2.40%,"$21,813 ","$26,716 ","38,000",Jeffrey L. Harmening,Chairman &  Chief Executive Officer,"Food, Beverages &  Tobacco",Food Consumer Products,24,Minneapolis,MN,44.977753,-93.2650108
183,Nordstrom,188,"$15,478 ",4.90%,$437.00 ,23.40%,"$8,115 ","$8,123 ","76,000",Blake W. Nordstrom,Co-President &  Director,Retailing,General Merchandisers,24,Seattle,WA,47.6062095,-122.3320708
184,Colgate-Palmolive,182,"$15,454 ",1.70%,"$2,024.00 ",-17.10%,"$12,676 ","$62,607 ","35,900",Ian M. Cook,"Chairman, President &  Chief Executive Officer",Household Products,Household and Personal Products,24,New York,NY,40.7127753,-74.0059728
185,American Electric Power,167,"$15,425 ",-5.80%,"$1,912.60 ",213.10%,"$64,729 ","$33,766 ","17,666",Nicholas K. Akins,"Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,24,Columbus,OH,39.9611755,-82.9987942
186,XPO Logistics,191,"$15,381 ",5.20%,$340.20 ,393.00%,"$12,602 ","$12,210 ","95,000",Bradley S. Jacobs,Chairman &  Chief Executive Officer,Transportation,Transportation and Logistics,3,Greenwich,CT,41.0262417,-73.6281964
187,Goodyear Tire & Rubber,184,"$15,377 ",1.40%,$346.00 ,-72.60%,"$17,064 ","$6,392 ","64,000",Richard J. Kramer,"Chairman, President &  Chief Executive Officer",Motor Vehicles &  Parts,Motor Vehicles and Parts,24,Akron,OH,41.0814447,-81.5190053
188,Omnicom Group,179,"$15,274 ",-0.90%,"$1,088.40 ",-5.20%,"$24,931 ","$16,734 ","77,300",John D. Wren,"President, Chief Executive Officer &  Director",Business Services,"Advertising, marketing",22,New York,NY,40.7127753,-74.0059728
189,CDW,199,"$15,192 ",8.70%,$523.00 ,23.20%,"$6,957 ","$10,717 ","8,726",Thomas E. Richards,"Chairman, President &  Chief Executive Officer",Technology,Information Technology Services,14,Lincolnshire,IL,42.1900249,-87.9084039
190,Sherwin-Williams,236,"$14,984 ",26.40%,"$1,772.30 ",56.50%,"$19,958 ","$36,899 ","52,695",John G. Morikis,"Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,24,Cleveland,OH,41.49932,-81.6943605
191,PPG Industries,183,"$14,967 ",-1.40%,"$1,591.00 ",81.40%,"$16,538 ","$27,824 ","47,200",Michael H. McGarry,Chairman &  Chief Executive Officer,Chemicals,Chemicals,24,Pittsburgh,PA,40.4406248,-79.9958864
192,Texas Instruments,206,"$14,961 ",11.90%,"$3,682.00 ",2.40%,"$17,642 ","$102,135 ","29,714",Brian T. Crutcher,"Chairman, President &  Chief Executive Officer",Technology,Semiconductors and Other Electronic Components,24,Dallas,TX,32.7766642,-96.7969879
193,C.H. Robinson Worldwide,212,"$14,869 ",13.10%,$504.90 ,-1.70%,"$4,236 ","$13,153 ","15,074",John P. Wiehoff,"Chairman, President &  Chief Executive Officer",Transportation,Transportation and Logistics,17,Eden Prairie,MN,44.8546856,-93.470786
194,WestRock,190,"$14,860 ",1.00%,$708.20 ,-,"$25,089 ","$16,372 ","44,800",Steven C. Voorhees,"President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",7,Atlanta,GA,33.7489954,-84.3879824
195,Cognizant Technology Solutions,205,"$14,810 ",9.80%,"$1,504.00 ",-3.20%,"$15,221 ","$47,338 ","260,000",Francisco D'Souza,Chairman &  Chief Executive Officer,Technology,Information Technology Services,8,Teaneck,NJ,40.8932469,-74.0116536
196,Newell Brands,208,"$14,742 ",11.10%,"$2,748.80 ",420.80%,"$33,136 ","$12,363 ","49,000",Michael B. Polk,Chairman &  Chief Executive Officer,Household Products,"Home Equipment, Furnishings",23,Hoboken,NJ,40.7439905,-74.0323626
197,CBS,193,"$14,710 ",2.30%,$357.00 ,-71.70%,"$20,843 ","$19,668 ","14,715",Leslie Moonves,"Chairman, President &  Chief Executive Officer",Media,Entertainment,24,New York,NY,40.7127753,-74.0059728
198,Envision Healthcare,538,"$14,701 ",220.40%,($228.00),-,"$16,573 ","$4,647 ","57,750",Christopher A. Holden,"President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,1,Nashville,TN,36.1626638,-86.7816016
